TaxonID;Kännetecken;Namn;Latin
102363;Arten är ett anspråkslöst tecknat nattfly i brunt med breda fram- och bakvingar. Kroppen är slank vilket ger fjärilen ett närmast mätarelikt intryck. Vingbredden hos hanen är 27–30 mm och hos den betydligt mindre honan 21–23 mm. Kroppen hos honan är kortare än hos hanen och något kraftigare. Framvingarnas grundfärg varierar från gråbrun till rödbrun och vingarna saknar tydligare teckning. Denna består av en mycket svagt och ofta knappt synlig nattflyteckning av mörkare bruna tvärlinjer och enstaka mörkare små punkter. Antennerna hos båda könen saknar kamtandning och är främst hos hanen bara försedd med en fin och tät ciliering. Fjärilens utseende påminner mest om andra brunaktiga och svagt tecknade nattflyn som brungult lövfly Caradrina morpheus, nordiskt kärrängsfly Athetis pallustris eller möjligen ett par arter med tydligt kraftigare kropp, gulaktigt lövfly Hoplodrina octogenaria och maskroslövfly Hoplodrina blanda. Likheten är störst med nordiskt kärrängsfly som flyger samtidigt med töckenflyet, men på fuktängar och kärrmarker. Larven är fullväxt 28–32 mm lång, nattflylik utan behåring, ljusgrön med fina ljusgula rygg-, sidorygg- och fotlinjer samt en bredare ljusgul sidolinje. Huvudet är gulgrönt.;T�ckenfly;Acosmetia caliginosa
101166;Mindre träfjäril är en ovanligt kraftigt byggd fjäril trots att den systematiskt hör hemma bland de mer primitiva arterna där de s.k. småfjärilsgrupperna dominerar. Den grova kroppen och vingarna går helt i gråa nyanser. Framvingarna är överdragna med fina, mörkare och oregelbundet småvågiga tvärlinjer som på några ställen, främst från vingarnas mitt och mot vingroten, bildar grövre gråsvarta tvärlinjer. Bakvingarna är diffust och oregelbundet nättecknade utan framträdande mönster. Mellankroppen är mörkgrå med svartgrå behåring närmast bakkroppen som är jämnt musgrå utan ljusare ledgränser som hos allmän träfjäril, Cossus cossus som också avviker genom sin gula halskrage och brunaktiga grundfärg. Vingspann hane 55-64; hona 54-90 mm. Larven är naken, vitaktig med rosa lyster och liknar till formen larven av allmän träfjäril, men saknar denna arts fräna ättikssyrelukt. Artens angrepp kan med säkerhet igenkännas om helt färska centimetergrova kläckhål påträffas och puppgångens djup prövas med ett grässtrå. Det svartbruna puppskalet kan påträffas på marken under eller kvarsittande i kläckhålet. Ett kläckhål i levande bark läker på en sommarsäsong och blir osynligt, men är synligt i träd som dött eller på barklösa skador. Den färdigutvecklade larven av allmän träfjäril lämnar värdträdet, vandrar runt och väljer andra substrat för förpuppning i en kokong av gnagspån eller sand. Förväxlingsrisken av kläckhålen är störst på döda träd.;Mindre tr�fj�ril;Acossus terebra
6002013;;Brun majna;Acridotheres tristis
209090;;�;Acritus homoeopathicus
232302;;�;Acritus komai
100180;En rödbrun cirka 1 mm lång klotrund skalbagge. De sista fyra antennlederna bildar en tydlig klubba. Benen är kraftigt byggda. Störs djuret fäller den in ben och antenner på undersidan av kroppen.;�;Acritus minutus
103791;;�;Acritus nigricornis
215345;;R�nnbladsmott;Acrobasis advenella
215349;;Mindre ekbladsmott;Acrobasis consociella
215347;;Marmorerat sl�nmott;Acrobasis marmorea
6010333;;Frukttr�dsmott;Acrobasis obtusella
215344;;Skogseksbladmott;Acrobasis repandana
100167;;Gr�tt ekbladsmott;Acrobasis sodalella
215346;;Snedbandat sl�nmott;Acrobasis suavella
102364;Bergekbladmottet är en ganska stor småfjäril med en vingbredd på 21–23 mm. Framvingarna är i inre tredjedelen ljust rostbruna och fältet avslutas utåt med en vit, böjd, inåt diffust begränsad tvärlinje, som gränsar till ett svartaktigt, böjt tvärband av svartaktiga fjäll som bildar en upphöjning. Mellanfältet är gråbrunt med en svart, ibland förenad dubbelpunkt åtföljd av vita fjäll på utsidan. Fransarnas bas har på sin höjd obetydliga, mörka fjäll. Arten kan förväxlas med skogsekbladmott Conobathra repandana, som inte har så markerat, av svartaktiga fjäll upphöjd tvärlinje. Bergekbladmottet är avbildat av Palm (1986).;Bergeksbladmott;Acrobasis tumidana
205812;;F�lts�ngare;Acrocephalus agricola
100003;Sveriges största sångare, i storlek jämförbar med stare. Slank kroppsform med förhållandevis lång, spetsig näbb och ganska bred och trubbigt rundad, lång stjärt. Rödbruntonad ovansida med ett diffust, brett, ljust ögonbryn. Beigevit undersida. Sången som är ljudlig och hörs långt är lätt att känna igen på grov, kraxig röst omväxlande med räckor av upprepade gnälliga falsettljud.;Trasts�ngare;Acrocephalus arundinaceus
103077;Busksångaren är cirka 14 cm lång med smal och slank kroppsform, spetsig näbb och flack panna. Rygg, huvud och stjärt är gråaktigt bruna, kroppsundersidan beigevit. Stjärten är ganska bred och trubbigt rundad. Sången, som är kraftig och oftast framförs på natten, består av varierande, klara tema, ofta med skickliga härmningar av andra fågelarter. Stroferna upprepas i lugn takt 3-10 gånger varvid ett smackande läte skjuts in mellan varje upprepning.;Busks�ngare;Acrocephalus dumetorum
266872;;Kavelduns�ngare;Acrocephalus melanopogon
205810;;Vattens�ngare;Acrocephalus paludicola
103005;;K�rrs�ngare;Acrocephalus palustris
103004;;S�vs�ngare;Acrocephalus schoenobaenus
103006;;R�rs�ngare;Acrocephalus scirpaceus
214057;;Snedstreckad ekstyltmal;Acrocercops brongniardellus
257387;;�;Acrocordiella occulta
100170;;Besks�temal;Acrolepia autumnitella
214213;;L�kmal;Acrolepiopsis assectella
214214;Vingspann 11,5-14 mm. Framvingen är varmt mörkbrun eller svartbrun, ganska långsmal, men ändå så bred att den kan tas för en vecklare och inte för en mal. Fjärilen liknar oerhört mycket den mer allmänt förekommande lökmalen Acrolepiopsis assectella, men ser normalt mörkare ut och har i regel färre vita småfläckar i framvingen. Den vita bakkantsfläcken är oftast mindre och skarpare framträdande. En överlappning i utseendet hos de båda arterna är vanlig. Avbildningarna i Bengtsson & Johansson (2011: 382-383) av de båda arterna är inte helt typiska, då lökmalen oftast har många små vita prickar på framvingen, medan ramslöksmalen oftast saknar sådana eller har ett reducerat antal. För att säkert bestämma ett frifångat djur krävs oftast en undersökning av genitalierna. Individer som observeras i bestånd av ramslök bör nästan alltid vara ramslöksmal, men om de ses långt ifrån sådana bestånd är sannolikheten mycket stor att det rör sig om lökmal.;Ramsl�ksmal;Acrolepiopsis betulella
104371;En mycket liten omkring 2 mm lång svart kortvinge. Arten kan bestämmas med hjälp av Palm 1948 men är svårbestämd och bestämningen måste granskas av en specialist.;�;Acrolocha minuta
104372;;�;Acrolocha pliginskii
104373;;�;Acrolocha sulcula
215878;;L�nnaftonfly;Acronicta aceris
215874;;Alaftonfly;Acronicta alni
215883;;Gr�tt aftonfly;Acronicta auricoma
215884;;Bl�gr�tt aftonfly;Acronicta cinerea
100171;;Spjutaftonfly;Acronicta cuspis
215879;;Vitt aftonfly;Acronicta leporina
215880;;Storh�vdat aftonfly;Acronicta megacephala
215882;;Myraftonfly;Acronicta menyanthidis
215877;;Psiaftonfly;Acronicta psi
215885;;Syraftonfly;Acronicta rumicis
100172;;Streckaftonfly;Acronicta strigosa
100173;Fjärilen av treuddtecknat aftonfly är nästan identisk med psiaftonfly, Acronicta psi, och endast hanarna kan med en viss säkerhet skiljas på yttre karaktärer. I genitalierna skiljer sig arterna tydligt åt. Framvingarna är ljusgrå till ljust blygrå och ofta med en violett nyans som saknas hos psiaftonfly. Hos hanen är bakvingarna kritvita utan antydan till svart skuggning längs vingribborna vid vingens utkant. Detta är mycket ovanligt hos hanen av psiaftonfly. Båda dessa arter har mindre grov svart teckning på framvingarna än spjutaftonfly, A. cuspis, speciellt vad gäller det för gruppen typiska rotstrecket. Vingspann 36-40 mm. Larven av treuddtecknat aftonfly skiljer sig markant från andra aftonflyn genom den låga ryggpuckeln, vilken är avsevärt högre hos psiaftonfly. Den har en bredare äggul rygglinje som är tudelad och den svarta sidorygglinjen har talrika gula fläckar. Den glesa, långa svarta behåringen på ryggsidan är vitspetsad.;Treuddsaftonfly;Acronicta tridens
2909;;N�sselklubba;Acrospermum compressum
257388;;Str�klubba;Acrospermum graminum
104670;;�;Acrostiba borealis
104801;;�;Acrotona amblystegii
104800;;�;Acrotona amplicollis
104907;;�;Acrotona aterrima
104908;;�;Acrotona benicki
101979;En 2,3–3,2 mm lång kortvinge med spolformig kropp. Brunsvart, huvud svart, täckvingar och ben gulbruna. Arten är mycket svårbestämd, och bestämningen måste kontrolleras av en specialist.;�;Acrotona clientula
104901;;�;Acrotona convergens
104898;;�;Acrotona exigua
104799;;�;Acrotona fungi
104906;;�;Acrotona muscorum
101980;En 1,8–2,4 mm lång kortvinge med spolformig kropp. Svart eller brunsvart, täckvingar och ben ljusare. Arten är mycket svårbestämd, och bestämningen måste kontrolleras av en specialist.;�;Acrotona negligens
104902;;�;Acrotona obfuscata
104798;;�;Acrotona orbata
104797;;�;Acrotona orphana
104905;;�;Acrotona parens
104909;;�;Acrotona parvula
210674;;�;Acrotona pilosicollis
104903;;�;Acrotona pseudotenera
104900;;�;Acrotona pygmaea
104899;;�;Acrotona sylvicola
104904;;�;Acrotona troglodytes
103882;;�;Acrotrichis arnoldi
103885;;�;Acrotrichis atomaria
103874;;�;Acrotrichis brevipennis
103870;;�;Acrotrichis cephalotes
103879;;�;Acrotrichis cognata
103886;;�;Acrotrichis danica
103873;;�;Acrotrichis dispar
103889;;�;Acrotrichis fascicularis
103868;;�;Acrotrichis grandicollis
209248;;�;Acrotrichis henrici
103880;;�;Acrotrichis insularis
103883;;�;Acrotrichis intermedia
102148;;�;Acrotrichis lucidula
103869;;�;Acrotrichis montandonii
233456;;�;Acrotrichis nana
103881;;�;Acrotrichis norvegica
103877;;�;Acrotrichis parva
103875;;�;Acrotrichis pumila
103884;;�;Acrotrichis rosskotheni
103890;;�;Acrotrichis rugulosa
236325;;�;Acrotrichis sanctaehelenae
103872;;�;Acrotrichis sericans
103876;;�;Acrotrichis silvatica
103887;;�;Acrotrichis sitkaensis
103888;;�;Acrotrichis sjobergi
103891;;�;Acrotrichis strandi
102149;;�;Acrotrichis suecica
103871;;�;Acrotrichis thoracica
103878;;�;Acrotrichis volans
104369;;�;Acrulia inflata
216279;;Ljusfl�ckat jordfly;Actebia fennica
6010442;;Vattrat st�ppfly;Actebia fugax
216278;;Gr�nt jordfly;Actebia praecox
105170;;�;Actenicerus sjaelandicus
216339;;L�ngsvansad p�f�gelsspinnare;Actias selene
233039;;�;Actidium acharii
209189;;�;Actidium boudieri
102150;En mycket liten (0,6–0,7 mm lång), svart, smal och välvd art.;�;Actidium coarctatum
233040;;�;Actidium hysterioides
233041;;�;Actidium nitidum
257398;;�;Actinopeltis palustris
102151;En mycket liten (0,75–0,85 mm lång), svart och välvd art. Halsskölden är bredare än täckvingarna. Översidan är täckt av en mycket tät, nedliggande behåring.;�;Actinopteryx fucicola
216026;;Tandat johannes�rtsfly;Actinotia polyodon
102961;Drillsnäppan är en medelstor vadare (18-21 cm) med kort hals, lång stjärt (sticker ut bakom de hopslagna vingarna) och, för att vara en vadare, ganska korta ben. Ryggsidan, huvud, hals och bröst är bruna, övriga undersidan vit. En typisk karaktär på stående fågel är en vit glipa som bildas mellan vingknogen och den välavgränsade bruna bröstsidan. När drillsnäppan rör sig på marken guppar den mer eller mindre konstant med bakkroppen. I flykten syns ett tydligt vitt band längs bakre delen av den bruna vingovansidan. Flyger lågt över vattenytan med snabba, pulserande vingslag och stela, nedåtkupade vingar, avlösta av korta glid . Locklätet består av en serie snabbt upprepade ljusa och klara toner som faller en aning i tonhöjd, "hiii-dii-dii-dii".;Drillsn�ppa;Actitis hypoleucos
205643;;Fl�ckdrillsn�ppa;Actitis macularius
103525;;M�rk damml�pare;Acupalpus brunnipes
100175;Den bruna dammlöparen är en av våra minsta jordlöpare, ca 2,5 mm. Kroppen är långsträckt och brunaktig, huvudet, halssköldens mitt och täckvingarnas spets något mörkare. Arten är svårbestämd och bestämningen bör kontrolleras av en specialist.;Brun damml�pare;Acupalpus dubius
208744;;�;Acupalpus elegans
103528;;Svart damml�pare;Acupalpus exiguus
103524;;R�dhalsad damml�pare;Acupalpus flavicollis
208742;;�;Acupalpus interstitialis
103526;;Lerdamml�pare;Acupalpus meridianus
103527;;Brokig damml�pare;Acupalpus parvulus
232301;;�;Acupalpus suturalis
100176;En 6–7 mm lång kortvinge med långsträckt spolformig kropp och påfallande litet huvud. Kroppen är svart, benen svarta med rödaktiga knän och fötter. Arten är svår att bestämma och bestämningen bör därför granskas av en specialist.;�;Acylophorus glaberrimus
104175;;�;Acylophorus wagenschieberi
215296;;Hampflockelsfj�dermott;Adaina microdactyla
211960;;Tv�prickig nyckelpiga;Adalia bipunctata
105672;;Granskogspiga;Adalia conglomerata
105675;;Tioprickig nyckelpiga;Adalia decempunctata
213903;;Buskantennmal;Adela croesella
213902;;Videantennmal;Adela cuprella
213901;;Ekantennmal;Adela reaumurella
233226;;Purpurantennmal;Adela violella
102152;En 2 mm lång, gracilt byggd skalbagge med långa, kraftigt byggda ben och antenner, stort huvud och smal halssköld. Färgen är brun med en fin, sidenglänsande behåring på översidan av kroppen. På vardera täckvingen finns en svag intryckning.;Asp�gonbagge;Aderus populneus
105704;;�;Adistemia watsoni
214967;;Sommarfruktsvecklare;Adoxophyes orana
211184;;�;Adrastus limbatus
211187;;�;Adrastus montanus
105195;;�;Adrastus pallens
211186;;�;Adrastus rachifer
102366;Fjärilen är karakteristisk genom sin glänsande gröna till blågröna metallskimrande färg på såväl vingar, antenner som översidan av kroppen. Vingarnas metallglans avtar när fjärilen blir äldre. Hannen har svagt fjäderlika antenner och är större än honan som har enkla antenner. Arten uppträder över stora delar av Västeuropa, och även i Sverige, som två former med delvis olika ekologi och med vissa morfologiska skillnader. De båda formerna har av vissa ansetts representera två mycket närstående arter, Adscita statices är något större och har oftast 38-45 antennleder, ”A. heuseri” har vanligen 32-36 antennleder och är något mindre. Dock har inga klara genitalieskillnader ännu kunnat konstateras. I dagsläget anser de flesta forskare att det fråga om två ekologiska former (f. statices och f. heuseri) av en och samma art. De morfologiska såväl som ekologiska skillnaderna visar att formerna representerar två olika genotyper. I mer enstaka fall finns övergångsformer. Det kan inte uteslutas att senare undersökningar kan komma att visa att de i själva verket utgör två goda arter. Vingspann 24-32 mm. Larverna är fullvuxna 12-15 mm långa, kraftiga och knubbiga med välvd rygg, grundfärg ljusgrå-gulgrön med ett brett smutsgulgrönt-rosabrunt ryggfält.;�ngsmetallvinge;Adscita statices
6010412;;Sorgvindefly;Aedia funesta
105031;;Kuststrandkrypare;Aegialia arenaria
103019;;Stj�rtmes;Aegithalos caudatus
102622;;P�rluggla;Aegolius funereus
6010265;;Marskfj�dermott;Agdistis bennetii
216215;;Gr�svart fj�llfly;Lasionycta dovrensis
100146;En stor, 18–22 mm, enfärgat svart jordlöpare med relativt robust utseende och kraftiga ben. Täckvingarna är djupt längsfårade och halsskölden är påfallande bred och nästan kvadratisk, vilket ger djuret en parallellsidig kroppsform.;L�vskogsl�pare;Abax parallelepipedus
100147;;Albrunbagge;Abdera affinis
102146;;Bandad albrunbagge;Abdera flexuosa
1;En ticka med ettåriga fruktkroppar som är starkt variabla. De kan vara oregelbundet och grunt trattformade, spatellika, oregelbundet knöliga eller ibland hopväxta till taktegellagda eller oformliga bildningar, på vertikala vedytor blir de närmast konsolformade. Hatten är 3–9 cm bred, och dess ovansida är mjukt till styvt hårig, ibland zonerad, först vitaktig till ljust beige, med åldern rödaktig, gulbrun till brun. Om fot finns är den av varierande form, 1–7 cm hög, central eller sidoställd. Porerna är tunnväggiga, oregelbundna, kantiga eller labyrintiska, först vitaktiga, med åldern (eller vid tryck) rodnande, slutligen brunaktiga. Köttet är segt, vitaktigt, i övre delen luckrare och mörkare. Arten är en sensommar- och höstsvamp.;Klumpticka;Abortiporus biennis
206118;Börjar i silver och slutar i brons; så kan man sammanfatta braxens färgskiftning från ung individ fram till en rejäl, vuxen fisk på över halvmetern. Arten finns över större delen av landet. Totallängd 80 cm, vanligen 30-60 cm. Kropp högryggad och påtagligt sammanpressad från sidorna. Rygg jämnt rundad ned mot huvudet, mun nedåtriktad. Ögondiametern motsvarar ungefär noslängden hos små individer, men eftersom ögonen inte tillväxer i samma takt som resten av kroppen är den relativt sett avsevärt mindre hos större individer.Första gälbågen har vanligen 22-23 gälräfständer. Vardera svalgbenet har vanligen fem tänder som sitter i en enda rad. Fjällen är små och talrika. Stjärtfenan är inskuren med spetsiga lober. Analfenan är bred och har en ganska markerad, tillspetsad främre lob. Övriga fenor är spetsiga, och ryggfenan är påfallande hög. Bröstfenorna når fram till bukfenornas bas. Unga individer är silverblanka på sidorna (ibland med en svag antydan till guldton), gråbruna på ryggen och silvrigt vita på buken. Fenorna är jämnt gråbruna eller gråsvarta. Med ökande storlek mörknar färgen till guldbruna (närmast bronsglänsande) kroppssidor, brun rygg och gulgrå buk. Inför leken får vuxna hanar lekvårtor på huvudet och ibland på ryggen. Unga individer av braxen och björkna kan vara svåra att skilja åt, eftersom skillnaden i ögonstorlek knappt är skönjbar hos mindre individer av dessa två arter. Med ökande kroppsstorlek blir dock skillnaden alltmer påtaglig eftersom ögat hos braxen proportionellt sett blir allt mindre, medan ungfiskens proportioner i det närmaste bibehålls hos större björknor.Fenstrålar och fjäll: D iii.8-9, A iii.25-27, P i.16-18, V i.7-8. Fjäll längs sidan 51-60, mellan ryggfenan och sidolinjen 11-14 fjällrader.;Braxen;Abramis brama
215543;;Krusb�rsm�tare;Abraxas grossulariata
215544;;Almfl�ckm�tare;Abraxas sylvata
215957;;Tulk�rtsfly;Abrostola asclepiadis
215956;;Gr�nvitt n�sselfly;Abrostola tripartita
100151;;Brungult n�sselfly;Abrostola triplasia
103046;;Gr�siska;Acanthis flammea
105944;;St�rre timmerman;Acanthocinus aedilis
100155;En påfallande långsmal och platt skalbagge som blir 12–14 mm lång. Honan är försedd med ett långt äggläggningsrör. Antennerna är mycket långa, hos hanen blir de två gånger längre än resten av kroppen. Färgen är svart med en tät grå behåring som på täckvingarna bildar två tvärband.;Mindre timmerman;Acanthocinus griseus
206166;En brun, långsträckt läppfisk som uppehåller sig djupt ned i Västerhavet och har delvis fjällklädda fenor, en mörk fläck baktill på ryggfenan och ytterligare en upptill på stjärtfenan.Totallängd 30 cm. Kropp påfallande långsträckt med avlångt huvud samt en lång och smal nos där överkäken är aningen längre än underkäken. Tänderna är koniska, de större aningen bakåtböjda i spetsen. I båda käkarna finns en yttre tandrad med 16-36 tänder, i vilken tänderna ökar i längd framtill i käken, samt en inre oregelbunden rad med korta tänder. I överkäkens ytterrad sitter fyra särskilt stora tänder intill käkspetsen. I underkäkens ytterrad sitter två mycket korta tänder vid käkspetsen, flankerade av varsin särskilt stor tand. Förgällocksbenen är fint sågtandade.Ryggfenan består av en bred, taggstrålig främre del och en smal, mjukstrålig bakre del. Den första taggstrålen är mycket kort. Resten av taggstrålarna är ungefär liklånga, mjukstrålarna aningen längre utom de två sista som är kortare. Analfenan består av en smal taggstrålig del och en något bredare mjukstrålig del. Bröstfenorna är kortare än huvudet och har rundad kant. De likaledes korta bukfenorna fäster under bröstfenbaserna och är rundade. Stjärtfenan har en rak bakkant med rundade hörn. Fjällen är i grunden rundfjäll med en rundad bakkant, men på flertalet fjäll har bakkanten dessutom en trubbig udd. Rygg- och analfenorna har tjocka fjälltäcken intill baserna, och större delen av stjärtfenan täcks av fjäll mellan fenstrålarna. Bröstfenorna är fjälliga vid basen, men bukfenorna saknar fjäll. Sidolinjen löper relativt rakt under den taggstråliga delen av ryggfenan, varefter den svänger brant nedåt och fortsätter rakt längs mitten av stjärtspolen och ut på stjärtfenan. Fjällen fortsätter långt fram på huvudet, till området mellan ögonen. På kinden finns 4-7 rader fjäll. Kroppen och fenorna är ljusare eller mörkare bruna med en dragning åt rödbrunt. Längs ryggen, mellan området strax framför ryggfenans början och sidolinjen, sitter fem gula eller gulvita fläckar (den främre ibland otydlig). Ytterligare två ljusa fläckar sitter på översidan av stjärtspolen. En svart fläck finns på de bakre taggstrålarna och främre mjukstrålarna i ryggfenan samt upptill på basen av stjärtfenan och på undersidan av stjärtspolen. Undersidan av kroppen och huvudet, liksom analfenan och bukfenorna, är vitaktiga. Ryggfenan och stjärtfenan har en svagt gråaktig eller gulaktig grundfärg. Inga yttre könsskillnader är kända.Fenstrålar och fjäll: D XIX-XXI.7-10, A IV-VI.5-8, P 14, V I.5. Fjäll längs sidan 39-45.;Brunsnultra;Acantholabrus palloni
2905;;Borstig b�garg�mming;Acanthonitschkea tristis
1961;Druvskinn är ett vackert blått skinn som är lätt att känna igen redan i fält. Det bildar utbredda fruktkroppar med fast och tät konsistens. Unga fruktkroppar är ofta gulaktiga med blåaktiga fläckar men med ålder tar den blågrå till mörkblå färgen överhanden. Fruktkroppens ytskikt (hymeniet) innehåller rikligt med acanthophyser. Dessa är sterila celler med en mängd utskott i toppen, ungefär som en flaskborste. Samma typ av organ finns hos de flesta arterna i släktet Aleurodiscus. Druvskinn har också gloeocystider som färgas violetta med sulfovanillin-lösning. Sporerna är släta och sporväggen färgas blå i Melzers lösning. Arten kan likna indigoskinn (Terana caerulea) men förväxlas knappast med denna eller andra arter vid en mikroskopisk undersökning.;Druvskinn;Acanthophysellum lividocoeruleum
214007;;Ljungs�ckspinnare;Acanthopsyche atra
105964;;B�nbagge;Acanthoscelides obtectus
100156;Trolldruvelobmätare ger ett första intryck av gammaldags svartvitt fotografi. Framvingen är gråaktig med mörkare pudring och mjukt avrundad vingspets. Mellanlinjen och ytterligare en till två parallella linjer i yttre mellanfältet är mörkt brunaktiga med svarta punkter på vingribborna. Vingfransarna är skäckiga i mörkare och ljusare nyanser av gråbrunt. De brungrå bakvingarna har en mycket liten mörk mittfläck. Vingspann 21–26 mm.;Trolldruvelobm�tare;Acasis appensata
215869;;Gr�n lobm�tare;Acasis viretata
266812;;Balkanh�k;Accipiter brevipes
100001;Betydligt större än den annars snarlika sparvhöken, men hanar av duvhök närmare sig honor av sparvhök i storlek. Storleken och formen är oftast använt för att skilja dem åt.;Duvh�k;Accipiter gentilis
102941;;Sparvh�k;Accipiter nisus
215444;;Vattenmott;Acentria ephemerella
102924;En svart och gultecknad stor spinnare som förekommer mycket lokalt på några få blockrika fjälltoppar i norra Sverige, Norge och Finland. Fram till 1990-talets början hade bara några få exemplar påträffats i Sverige. Vingspann hane 42–47 mm, hona 45–49,5 mm. Antenner svartbruna–svarta, hos hanen med kort, dubbel sågtandning och kort ciliering, hos honan med kortare sågtandning. Kroppen är gråsvart med undantag av halskragen och främre halvan av vinglocken som är ljust gräddgula. Bakkroppsspetsen är gul. Framvingarna är gråsvarta med fem ljust gräddgula tvärband av fläckar som oftast är störst utmed framkanten. Bakvingarna är något ljusare gråsvarta med yttre halvan närmast ytterkanten gul–apelsinfärgad och närmare framhörnet mer röd. Vingarna är delvis ganska tunnfjälliga vilket särskilt i den inre delen gör dem något genomskinliga. Honan har lite kraftigare kropp än hanen och något bredare framvingar, vanligen med lite större gräddgula fläckar, och runt bakkroppssegmentet nio saknas den smala gula linje som finns hos hanen. Arten varierar något, främst i framvingarnas gräddgula fläckar, vilka hos båda könen kan vara större eller mindre, och i bakvingarnas gul–apelsinfärgade fält som kan variera i utbredning. Artens storlek och karakteristiska utseende gör att den inte kan förväxlas med någon annan art i Norden.Ägget är klotformigt med plattad undersida och ljustgult, men det mörknar strax före kläckningen. Larven är som fullvuxen 50–55 mm lång. Den är svart med tvåfärgad behåring i svarta och gulaktiga–brunfärgade tvärband. Huvudet är glänsande svart. Puppan är ganska kraftig, 20–25 mm lång och glänsande svart. Kremastret är plattat och har i bakänden en delad grupp av bortåt 50 slanka, krokböjda borst.;Nordisk igelkottsspinnare;Acerbia alpina
6009808;;Arekasnigelspinnare;Acharia stimulea
201190;En stor och mycket karakteristisk svärmare som är mytomspunnen för mellankroppens dödskalleteckning och fjärilens förmåga att kunna pipa. Den iakttas inte varje år i Sverige.Vingspann hane 94–118 mm, hona 107–131 mm. Den är Europas största och kraftigaste svärmarart. Könen är i stort sett lika och skiljs lättast på antennerna som hos hanen är 15–20 % längre och något kraftigare. Huvudet är stort och svartbrunt. Mellankroppen är svartbrun med tydlig, ljusare dödskalleliknande teckning på ryggen. Bakkroppen är gul med tydliga, svarta tvärband och med ett brett, blått längsband på ryggen. Framvingarna är svartbruna med flera svarta, utåt vågtandade tvärlinjer. I diskfältet finns en mindre, vit diskfläck och utanför yttre tvärlinjen mot framkanten ett diffust, ljusare, gulbrunt fält. Bakvingarna är ockragula med två svarta tvärlinjer och svarta vingribbor. Arten kan variera i grundfärg, teckningarnas tydlighet och bakvingarnas mörka band, och även dödskallefläcken kan variera från ljusare till mörkare. Dödskallesvärmarens betydande storlek, kraftiga kropp och mer eller mindre tydliga dödskalleteckning gör arten omisskännlig i Europa. I Sydostasien förekommer dock ytterligare två Acherontia-arter som påminner om A. atropos. Migranter av den ena arten, A. styx, kan nå Mellan­östern och Turkiet.Ägget är ovalt, jämförelsevis litet (1,5 x 1,2 mm) och matt grönaktigt. Den fullvuxna larven är 120–130 mm lång. Vuxna larver finns i tre färgformer: en gul, en grön och en mer ovanlig gråbrun och mörkt marmorerad form. På sidorna av segmenten 4–10 finns breda, blå snedband, ibland möts dessa på den bakre delen av ryggsidan som har flera punktformiga, svartaktiga fläckar. Analhornet är S-formigt, gult och täckt av små korta taggar. Huvudet har samma färg som kroppen. Det karakteristiska, böjda analhornet utvecklas först i larvens sista stadium. Puppan är 70–80 mm lång och glänsande mahognybrun. Kremastret är plattat och spetsigt.;D�dskallesv�rmare;Acherontia atropos
215533;;Bj�rkgulhornspinnare;Achlya flavicornis
215305;;Mindre vaxmott;Achroia grisella
206048;Som namnet antyder förekommer denna störart normalt i Sibirien. Rymlingar från europeiska störodlingar har vid enstaka tillfällen påträffats i Sverige. Totallängd 200 cm. Kroppen är långsträckt och avsmalnande mot ryggen. Huvudet är relativt kort och kraftigt avsmalnande framåt med en lång, spetsig nos. Munnen - som är tvärställd, relativt liten och sitter på undersidan av nosen - är utstjälpbar till ett kort rör. Tänder saknas helt. Gälar med breda, solfjäderformiga gälräfständer som har små knölar längs kanten. Framför munnen sitter fyra kraftiga, släta skäggtömmar på rad. Mellan gällocket och bröstgördeln finns en relativt bred glipa. Huvudet täcks till stor del av kraftiga benplåtar. Från nacken till första ryggfenan finns en rad med mer eller mindre rundade benplåtar som är vikta över nacklinjen; varje benplåt har en mittkam. Längs sidan löper liknande benplåtar som är smalare än de på ryggen, alla med en längsgående mittköl. Sidoplåtarna är mycket mindre än rygg- och bukplåtarna. Ytterligare en rad benplåtar finns längs vardera kanten av buksidan, mellan bröstfenan och bukfenan. Nedanför stjärtfenans överkant sitter långsträckta, tätt packade rombiska ganoidfjäll.Ryggfenan är liten och har en lång främre lob, konkav ytterkant och ett skarpt bakre hörn. Analfenan är smal och mer eller mindre trekantig. Bröstfenorna är breda, kraftiga och trekantiga med rak ytterkant. Bukfenorna är små och placerade långt bak på buken.Kroppsfärgen är ljusgrå till mörkbrun, något ljusare på buken. Fenorna är bruna med ljusare kanter.Fenstrålar och benplåtar: D 30-56, A 17-33, ryggplåtar 10-20, sidoplåtar 32-62, bukplåtar 7-16.;Sibirisk st�r;Acipenser baeri
